Individual{TOC=15124.16268317503, NV=34}
Individual{TOC=15460.757550835013, NV=33}
Individual{TOC=14851.197556700161, NV=35}
Individual{TOC=14502.739555939568, NV=36}
Individual{TOC=13932.717353040294, NV=66}
Individual{TOC=13974.35084904534, NV=59}
Individual{TOC=13983.359191751435, NV=56}
Individual{TOC=14111.486269148667, NV=49}
Individual{TOC=14172.425829242815, NV=39}
Individual{TOC=14350.657413497061, NV=38}
Individual{TOC=14472.790734361555, NV=37}
Individual{TOC=14052.229775614816, NV=53}
runTime = 1897857.407701ms
