Individual{TOC=16122.528848838363, NV=44}
Individual{TOC=18845.356026830857, NV=35}
Individual{TOC=15166.436566478074, NV=50}
Individual{TOC=16983.442397742838, NV=38}
Individual{TOC=14911.564189520754, NV=55}
Individual{TOC=14953.39203822467, NV=52}
Individual{TOC=15995.505514184175, NV=46}
Individual{TOC=16870.57750353646, NV=39}
Individual{TOC=14838.98793649699, NV=61}
Individual{TOC=17614.40161479208, NV=36}
Individual{TOC=15465.904310236485, NV=47}
Individual{TOC=16401.32072312749, NV=43}
Individual{TOC=15109.633019270801, NV=51}
Individual{TOC=17126.81722456142, NV=37}
Individual{TOC=15272.664355138932, NV=48}
Individual{TOC=14843.364852714856, NV=59}
Individual{TOC=14876.98331958236, NV=58}
Individual{TOC=16569.18595349943, NV=41}
runTime = 1659143.200543ms
