Individual{TOC=6299.799958645768, NV=11}
Individual{TOC=5284.532909636768, NV=24}
Individual{TOC=5500.191123461683, NV=15}
Individual{TOC=6390.726195918592, NV=10}
Individual{TOC=5397.500598813938, NV=19}
Individual{TOC=5434.5527626308785, NV=18}
Individual{TOC=5961.427845056851, NV=12}
Individual{TOC=5235.70643972366, NV=26}
Individual{TOC=5364.812721580809, NV=22}
Individual{TOC=5535.03216126163, NV=14}
Individual{TOC=5622.767830547015, NV=13}
Individual{TOC=5365.085197942941, NV=21}
runTime = 2206300.251785ms
