Individual{TOC=4904.442616870599, NV=30}
Individual{TOC=6057.753121822924, NV=10}
Individual{TOC=5441.269198712279, NV=14}
Individual{TOC=5309.002317139724, NV=17}
Individual{TOC=5596.643397800525, NV=11}
Individual{TOC=5327.058489976625, NV=15}
Individual{TOC=4975.034111042173, NV=28}
Individual{TOC=5059.068043737842, NV=27}
Individual{TOC=5144.887446296493, NV=26}
Individual{TOC=5209.008017921907, NV=23}
Individual{TOC=5211.220046047823, NV=19}
Individual{TOC=5284.237765208583, NV=18}
Individual{TOC=5501.6938112569605, NV=12}
runTime = 2844291.149981ms
