Individual{TOC=15746.55477168594, NV=56}
Individual{TOC=15995.915109222102, NV=51}
Individual{TOC=15862.433804150962, NV=55}
Individual{TOC=17499.080149777008, NV=38}
Individual{TOC=15638.350264333181, NV=60}
Individual{TOC=17176.637281737556, NV=39}
Individual{TOC=19669.035152031684, NV=34}
Individual{TOC=16927.47616914687, NV=40}
Individual{TOC=13989.218514810966, NV=81}
Individual{TOC=14122.009328477854, NV=71}
Individual{TOC=14637.027537225487, NV=67}
Individual{TOC=17846.597986592886, NV=37}
Individual{TOC=16791.725879619953, NV=41}
Individual{TOC=18540.350675551228, NV=35}
Individual{TOC=19979.23003203626, NV=33}
Individual{TOC=14071.449046461812, NV=75}
Individual{TOC=14120.316900959657, NV=73}
Individual{TOC=14504.762489513276, NV=69}
Individual{TOC=14969.838574876128, NV=66}
Individual{TOC=15099.255909818796, NV=61}
Individual{TOC=16522.780632942442, NV=42}
Individual{TOC=16254.454499149397, NV=48}
Individual{TOC=18447.925471412356, NV=36}
Individual{TOC=16441.781961639303, NV=44}
runTime = 1846993.847516ms
