Individual{TOC=5071.981121373745, NV=31}
Individual{TOC=5236.479639398813, NV=20}
Individual{TOC=5183.414284324553, NV=25}
Individual{TOC=5093.760936851838, NV=29}
Individual{TOC=5216.128122510566, NV=22}
Individual{TOC=5034.233243652294, NV=32}
Individual{TOC=5133.236969767878, NV=26}
Individual{TOC=5713.756068452722, NV=14}
Individual{TOC=5516.489782011592, NV=16}
Individual{TOC=5505.395837551121, NV=18}
Individual{TOC=5926.878302653729, NV=13}
Individual{TOC=5073.438082604036, NV=30}
runTime = 1338466.035451ms
