Individual{TOC=12735.08480219757, NV=31}
Individual{TOC=13179.824151648627, NV=29}
Individual{TOC=13028.52067450356, NV=30}
Individual{TOC=12552.122389111682, NV=33}
Individual{TOC=13235.038021038683, NV=28}
Individual{TOC=12069.368328824534, NV=47}
Individual{TOC=12122.280956849329, NV=40}
Individual{TOC=12306.49514777774, NV=39}
Individual{TOC=12353.131742496002, NV=38}
Individual{TOC=12404.554127847507, NV=37}
Individual{TOC=12637.633160971236, NV=32}
Individual{TOC=13383.561447511585, NV=27}
Individual{TOC=12457.02489781268, NV=35}
Individual{TOC=12090.316241846955, NV=41}
runTime = 2780686.414974ms
