Individual{TOC=19523.636432293715, NV=37}
Individual{TOC=18200.813118334234, NV=38}
Individual{TOC=15384.032752553401, NV=50}
Individual{TOC=16294.432833801598, NV=42}
Individual{TOC=15231.625245628395, NV=54}
Individual{TOC=15475.39623215187, NV=49}
Individual{TOC=15535.778579685317, NV=45}
Individual{TOC=16258.273625901129, NV=43}
Individual{TOC=17721.294676326714, NV=39}
Individual{TOC=17479.113223232256, NV=40}
Individual{TOC=17409.833971193148, NV=41}
Individual{TOC=15720.090453839377, NV=44}
Individual{TOC=20207.883718814817, NV=36}
runTime = 2097383.311853ms
