Individual{TOC=19337.549460333412, NV=51}
Individual{TOC=20143.383589723184, NV=45}
Individual{TOC=20308.050050987313, NV=42}
Individual{TOC=19802.932969698377, NV=50}
Individual{TOC=20242.84779369139, NV=43}
Individual{TOC=19888.00350351816, NV=49}
Individual{TOC=19961.836122549095, NV=47}
Individual{TOC=16272.767371461254, NV=90}
Individual{TOC=19039.667672612635, NV=55}
Individual{TOC=19127.73183575965, NV=52}
Individual{TOC=18726.273571233833, NV=57}
Individual{TOC=18721.713312960026, NV=58}
Individual{TOC=22901.47392351768, NV=34}
Individual{TOC=18932.773424650804, NV=56}
Individual{TOC=20831.04327869538, NV=38}
Individual{TOC=21030.52335149242, NV=37}
Individual{TOC=20706.402319904966, NV=40}
Individual{TOC=21207.73913406377, NV=36}
Individual{TOC=19950.96687727745, NV=48}
Individual{TOC=16633.231328606253, NV=79}
Individual{TOC=17217.402330522626, NV=73}
Individual{TOC=17210.92228676608, NV=74}
Individual{TOC=17724.666534699387, NV=71}
Individual{TOC=17767.337701504457, NV=66}
Individual{TOC=18476.206174127845, NV=60}
Individual{TOC=21747.7826858824, NV=35}
runTime = 2033198.44337ms
