Individual{TOC=15530.247152289157, NV=45}
Individual{TOC=16310.710765743552, NV=31}
Individual{TOC=15724.816578908038, NV=36}
Individual{TOC=15680.150429238407, NV=37}
Individual{TOC=15349.044626788744, NV=50}
Individual{TOC=16044.275546687737, NV=34}
Individual{TOC=15410.415844065976, NV=46}
Individual{TOC=15320.289775310886, NV=51}
Individual{TOC=16200.641033196767, NV=33}
Individual{TOC=15556.575467790277, NV=41}
Individual{TOC=15570.79769302581, NV=38}
Individual{TOC=15032.9566331777, NV=52}
Individual{TOC=16248.866930383929, NV=32}
runTime = 1755770.126376ms
