Individual{TOC=14712.264824704078, NV=42}
Individual{TOC=14165.239823705242, NV=50}
Individual{TOC=14389.829704420687, NV=43}
Individual{TOC=16355.682388088475, NV=38}
Individual{TOC=14364.341535542513, NV=44}
Individual{TOC=17112.251918638096, NV=37}
Individual{TOC=14175.240980082914, NV=47}
Individual{TOC=14227.244478148872, NV=46}
Individual{TOC=14334.137842486403, NV=45}
Individual{TOC=15103.967474823345, NV=41}
Individual{TOC=16152.095517217973, NV=40}
Individual{TOC=18191.3592206314, NV=36}
runTime = 1843056.81875ms
