Individual{TOC=14033.558467274901, NV=54}
Individual{TOC=14228.655802949288, NV=46}
Individual{TOC=14942.085090356039, NV=38}
Individual{TOC=15256.385219970261, NV=33}
Individual{TOC=13982.407362398075, NV=64}
Individual{TOC=14124.52933894723, NV=49}
Individual{TOC=14320.480315432962, NV=44}
Individual{TOC=14512.145665766537, NV=40}
Individual{TOC=14565.777669317451, NV=39}
Individual{TOC=15760.059406592669, NV=32}
Individual{TOC=14974.836988411134, NV=36}
Individual{TOC=14945.539604360169, NV=37}
Individual{TOC=15071.494892583258, NV=35}
Individual{TOC=14470.084070502982, NV=42}
runTime = 1807172.106388ms
