Individual{TOC=16086.902795151453, NV=45}
Individual{TOC=17165.94862776368, NV=40}
Individual{TOC=15906.553962455317, NV=46}
Individual{TOC=16455.958937761487, NV=42}
Individual{TOC=16309.97384575292, NV=44}
Individual{TOC=17344.486774346366, NV=38}
Individual{TOC=17287.118426135203, NV=39}
Individual{TOC=14588.270412455442, NV=63}
Individual{TOC=14824.289879081512, NV=57}
Individual{TOC=15483.956583494339, NV=48}
Individual{TOC=18217.28601151005, NV=37}
Individual{TOC=14878.181914851046, NV=54}
Individual{TOC=14897.811013441007, NV=51}
Individual{TOC=15100.431943029365, NV=49}
Individual{TOC=15699.314263195705, NV=47}
Individual{TOC=14568.366451105292, NV=64}
runTime = 1599232.283877ms
