Individual{TOC=15939.874075385555, NV=34}
Individual{TOC=15316.022610652235, NV=35}
Individual{TOC=14803.445827568146, NV=41}
Individual{TOC=14204.549373898093, NV=48}
Individual{TOC=14994.798066646603, NV=37}
Individual{TOC=14628.121259489899, NV=42}
Individual{TOC=13683.486639869388, NV=58}
Individual{TOC=13528.33873914972, NV=61}
Individual{TOC=14211.265649911473, NV=47}
Individual{TOC=14927.4337732504, NV=39}
Individual{TOC=13843.463096647718, NV=52}
Individual{TOC=13549.980091054264, NV=59}
Individual{TOC=13698.939875976192, NV=57}
Individual{TOC=13712.494215631423, NV=54}
Individual{TOC=14105.334187955268, NV=51}
Individual{TOC=15066.744941693012, NV=36}
Individual{TOC=14969.597592415319, NV=38}
runTime = 1871410.320645ms
