Individual{TOC=13568.416692035034, NV=49}
Individual{TOC=13565.796602123846, NV=50}
Individual{TOC=13613.658002459322, NV=45}
Individual{TOC=13639.05417430044, NV=40}
Individual{TOC=13697.80575683911, NV=38}
Individual{TOC=13800.058774012894, NV=37}
Individual{TOC=13860.037771002626, NV=35}
Individual{TOC=13874.257866479005, NV=34}
Individual{TOC=13906.099516569619, NV=33}
Individual{TOC=14229.63212807789, NV=29}
Individual{TOC=14360.800196614364, NV=28}
Individual{TOC=14081.829102933267, NV=30}
Individual{TOC=13579.767740805968, NV=48}
Individual{TOC=14829.113561864724, NV=27}
runTime = 2161587.905874ms
