Individual{TOC=13541.83874545079, NV=52}
Individual{TOC=14976.674623095478, NV=38}
Individual{TOC=15529.004381750343, NV=32}
Individual{TOC=13749.585489081197, NV=45}
Individual{TOC=14551.420860367336, NV=40}
Individual{TOC=14697.36305403191, NV=39}
Individual{TOC=13821.761565293791, NV=41}
Individual{TOC=15436.416919290285, NV=33}
Individual{TOC=13747.438073662168, NV=46}
Individual{TOC=15151.49701820405, NV=37}
Individual{TOC=15221.52770842551, NV=35}
Individual{TOC=13754.685074471767, NV=42}
runTime = 2384707.819258ms
