Individual{TOC=17800.426684707672, NV=43}
Individual{TOC=18432.5028219065, NV=41}
Individual{TOC=15745.870768715871, NV=66}
Individual{TOC=15124.725162752171, NV=73}
Individual{TOC=16789.040283955448, NV=46}
Individual{TOC=15853.515749460777, NV=62}
Individual{TOC=16049.457442984416, NV=53}
Individual{TOC=16836.731329114617, NV=45}
Individual{TOC=18622.477727562567, NV=40}
Individual{TOC=16447.565434375163, NV=50}
Individual{TOC=15919.209234101381, NV=61}
Individual{TOC=14144.686716229904, NV=82}
Individual{TOC=15698.434548866433, NV=69}
Individual{TOC=14231.808128646353, NV=79}
Individual{TOC=13963.083853029142, NV=93}
Individual{TOC=14036.695836843921, NV=84}
Individual{TOC=14659.731906986097, NV=78}
Individual{TOC=14734.210191094908, NV=77}
Individual{TOC=14927.636450102122, NV=75}
Individual{TOC=15623.1706225999, NV=70}
Individual{TOC=16961.190222715635, NV=44}
Individual{TOC=16613.241488757685, NV=47}
Individual{TOC=16017.902833272625, NV=56}
Individual{TOC=16002.822309603847, NV=57}
runTime = 2212591.691536ms
