Individual{TOC=19072.94031089056, NV=70}
Individual{TOC=20037.307547708555, NV=44}
Individual{TOC=20285.369970036587, NV=43}
Individual{TOC=20478.055791033024, NV=42}
Individual{TOC=22002.08275718001, NV=33}
Individual{TOC=19154.97659329343, NV=66}
Individual{TOC=19372.886975787213, NV=64}
Individual{TOC=19438.08552651672, NV=54}
Individual{TOC=19492.555703576032, NV=48}
Individual{TOC=19667.485242881514, NV=46}
Individual{TOC=20948.85481772833, NV=35}
Individual{TOC=21216.86384950981, NV=34}
Individual{TOC=23158.2837816413, NV=32}
Individual{TOC=20788.265690489723, NV=36}
Individual{TOC=20513.733639375274, NV=40}
Individual{TOC=24049.555141732388, NV=31}
Individual{TOC=20657.13970494167, NV=38}
runTime = 1774596.646083ms
