Individual{TOC=18700.19177176722, NV=44}
Individual{TOC=19208.97969449802, NV=42}
Individual{TOC=15338.393637987554, NV=59}
Individual{TOC=14879.697750664955, NV=68}
Individual{TOC=15193.54426897529, NV=65}
Individual{TOC=15249.213660149855, NV=64}
Individual{TOC=15258.439377834267, NV=62}
Individual{TOC=16168.004436131298, NV=49}
Individual{TOC=16639.46464455489, NV=47}
Individual{TOC=15745.874117364761, NV=57}
Individual{TOC=18383.763789913264, NV=45}
Individual{TOC=15869.187956803107, NV=53}
Individual{TOC=15865.28672646783, NV=56}
runTime = 1772184.446985ms
