Individual{TOC=16135.654758225935, NV=59}
Individual{TOC=17650.38708560984, NV=42}
Individual{TOC=16647.513970399887, NV=57}
Individual{TOC=14613.06909301863, NV=90}
Individual{TOC=14864.811122756348, NV=84}
Individual{TOC=14901.097230250833, NV=74}
Individual{TOC=15254.434276571834, NV=70}
Individual{TOC=15325.87729431337, NV=67}
Individual{TOC=15786.701912754033, NV=65}
Individual{TOC=14731.526128234682, NV=88}
Individual{TOC=18433.239672543965, NV=35}
Individual{TOC=18689.35377310316, NV=34}
Individual{TOC=18979.381103363106, NV=32}
Individual{TOC=18022.03914105105, NV=39}
Individual{TOC=17687.863435212916, NV=40}
Individual{TOC=16708.18527636023, NV=54}
Individual{TOC=17197.38146914142, NV=45}
Individual{TOC=17019.375799364367, NV=47}
Individual{TOC=16840.339512505547, NV=53}
Individual{TOC=16625.89983560933, NV=58}
Individual{TOC=18955.96567199346, NV=33}
Individual{TOC=17407.59489466112, NV=44}
Individual{TOC=18057.3262454099, NV=38}
Individual{TOC=18265.88242644997, NV=37}
runTime = 1954600.078282ms
