Individual{TOC=10604.046371665272, NV=22}
Individual{TOC=9505.957782936286, NV=25}
Individual{TOC=8441.291518519818, NV=29}
Individual{TOC=5679.1837541316045, NV=73}
Individual{TOC=5703.623882205651, NV=70}
Individual{TOC=11517.727090566139, NV=21}
Individual{TOC=9646.841291211098, NV=24}
Individual{TOC=7580.914375196075, NV=32}
Individual{TOC=7322.592855320084, NV=39}
Individual{TOC=7350.336024176829, NV=38}
Individual{TOC=6248.659178112555, NV=47}
Individual{TOC=12069.404189603507, NV=19}
Individual{TOC=11835.690155269742, NV=20}
Individual{TOC=8740.89375649556, NV=26}
Individual{TOC=8465.228575068377, NV=27}
Individual{TOC=7500.3623329990105, NV=34}
Individual{TOC=6511.76322866143, NV=42}
Individual{TOC=6056.227475873626, NV=48}
Individual{TOC=5936.325526439295, NV=52}
Individual{TOC=5829.586739668675, NV=55}
Individual{TOC=5783.973425134773, NV=69}
Individual{TOC=5788.4817267797935, NV=66}
runTime = 15778.835404ms
