Individual{TOC=13127.80976293884, NV=42}
Individual{TOC=12770.943750552153, NV=49}
Individual{TOC=12932.587962701562, NV=48}
Individual{TOC=13763.828772185574, NV=40}
Individual{TOC=14271.69425876905, NV=35}
Individual{TOC=14510.514004617555, NV=34}
Individual{TOC=13954.407874824232, NV=39}
Individual{TOC=15157.384622757392, NV=31}
Individual{TOC=14722.654322347113, NV=33}
Individual{TOC=12993.121730262439, NV=46}
Individual{TOC=14112.440474497247, NV=38}
Individual{TOC=14813.236503823373, NV=32}
Individual{TOC=14187.853150463978, NV=36}
Individual{TOC=12741.326800886802, NV=53}
runTime = 2814057.752516ms
