Individual{TOC=16505.17846142097, NV=48}
Individual{TOC=16061.621049165866, NV=55}
Individual{TOC=16195.128114004267, NV=50}
Individual{TOC=16574.852322330436, NV=47}
Individual{TOC=17066.86682525806, NV=46}
Individual{TOC=17885.76987493581, NV=45}
Individual{TOC=19191.066073440834, NV=43}
Individual{TOC=19661.531514935476, NV=42}
Individual{TOC=18776.89215612082, NV=44}
Individual{TOC=20844.49070317952, NV=38}
Individual{TOC=20365.23910582873, NV=41}
Individual{TOC=20558.887050139318, NV=39}
Individual{TOC=21258.15580065854, NV=30}
Individual{TOC=16171.048640639468, NV=53}
Individual{TOC=20864.818286431564, NV=34}
runTime = 1997340.777063ms
