Individual{TOC=14524.460076698464, NV=62}
Individual{TOC=14789.92269100629, NV=59}
Individual{TOC=16291.39671019005, NV=43}
Individual{TOC=17175.25202995468, NV=38}
Individual{TOC=16829.394682502952, NV=39}
Individual{TOC=14478.235871655505, NV=66}
Individual{TOC=14650.31387745683, NV=61}
Individual{TOC=15171.894775999517, NV=52}
Individual{TOC=16069.470263037063, NV=50}
Individual{TOC=16411.84212819051, NV=42}
Individual{TOC=16582.708344902596, NV=41}
Individual{TOC=16169.812219104992, NV=48}
Individual{TOC=18817.147678572794, NV=36}
Individual{TOC=21648.498164899887, NV=35}
Individual{TOC=17205.713720992306, NV=37}
runTime = 2541187.27288ms
