Individual{TOC=16754.925912623516, NV=33}
Individual{TOC=14288.485476690803, NV=47}
Individual{TOC=14158.186935425258, NV=48}
Individual{TOC=15139.170911650739, NV=37}
Individual{TOC=15240.127712617317, NV=36}
Individual{TOC=14086.747870852767, NV=53}
Individual{TOC=14331.482388436998, NV=43}
Individual{TOC=14591.817903073717, NV=41}
Individual{TOC=14785.827089871016, NV=40}
Individual{TOC=14797.226367325404, NV=39}
Individual{TOC=14853.74033208239, NV=38}
Individual{TOC=15565.898726177898, NV=34}
Individual{TOC=15362.34133063412, NV=35}
runTime = 2043286.356725ms
