Individual{TOC=13855.31282725073, NV=46}
Individual{TOC=16439.90099542122, NV=35}
Individual{TOC=16638.959052082962, NV=31}
Individual{TOC=13046.554999087102, NV=56}
Individual{TOC=13120.661090409541, NV=53}
Individual{TOC=13412.27552977159, NV=47}
Individual{TOC=14084.650105439905, NV=45}
Individual{TOC=14187.060784086054, NV=44}
Individual{TOC=14507.67662985563, NV=39}
Individual{TOC=14470.208362577978, NV=41}
Individual{TOC=13103.396490620566, NV=55}
Individual{TOC=12977.979743443228, NV=58}
Individual{TOC=16575.6212133083, NV=33}
Individual{TOC=14834.880745522294, NV=37}
Individual{TOC=14423.057169677311, NV=43}
Individual{TOC=16546.0299600773, NV=34}
Individual{TOC=16319.85157390193, NV=36}
runTime = 2569944.194807ms
