Individual{TOC=16997.207323155133, NV=41}
Individual{TOC=15401.404982407143, NV=58}
Individual{TOC=17844.76083456596, NV=34}
Individual{TOC=17139.913427393873, NV=37}
Individual{TOC=16926.258591066417, NV=42}
Individual{TOC=15267.134122847681, NV=60}
Individual{TOC=15346.692579180926, NV=59}
Individual{TOC=15420.798146311654, NV=55}
Individual{TOC=15609.204589083778, NV=54}
Individual{TOC=15723.309324764994, NV=51}
Individual{TOC=16280.043543258285, NV=49}
Individual{TOC=16367.83527588241, NV=45}
Individual{TOC=16858.797690091276, NV=43}
Individual{TOC=17414.606759415994, NV=35}
Individual{TOC=15746.238632263972, NV=50}
Individual{TOC=17160.185475319806, NV=36}
Individual{TOC=17848.578057401017, NV=32}
runTime = 2037405.96743ms
