Individual{TOC=19241.108291696768, NV=37}
Individual{TOC=18518.24460017366, NV=41}
Individual{TOC=21849.907574308825, NV=36}
Individual{TOC=14694.627987730772, NV=66}
Individual{TOC=18170.035472652922, NV=43}
Individual{TOC=14814.910859808562, NV=61}
Individual{TOC=15320.8442678837, NV=60}
Individual{TOC=15666.611676263443, NV=55}
Individual{TOC=16382.547864911148, NV=53}
Individual{TOC=16724.113420528713, NV=51}
Individual{TOC=17168.7222319646, NV=50}
Individual{TOC=17805.14224746992, NV=48}
Individual{TOC=18605.89252294449, NV=39}
runTime = 1986842.005917ms
