Individual{TOC=18030.903117691152, NV=31}
Individual{TOC=13879.622560023647, NV=39}
Individual{TOC=13161.01603661781, NV=42}
Individual{TOC=14141.152926662167, NV=37}
Individual{TOC=13825.538743507715, NV=40}
Individual{TOC=14256.416145548386, NV=35}
Individual{TOC=14095.94956067339, NV=38}
Individual{TOC=12815.865025001263, NV=47}
Individual{TOC=12977.476025995544, NV=44}
Individual{TOC=14525.735390446247, NV=32}
Individual{TOC=13771.007892408015, NV=41}
Individual{TOC=12880.324084190881, NV=46}
Individual{TOC=12378.059214831757, NV=62}
Individual{TOC=12510.477360744479, NV=58}
Individual{TOC=12713.163011128989, NV=53}
Individual{TOC=12773.03144817797, NV=51}
Individual{TOC=12791.018337109912, NV=48}
Individual{TOC=14287.52954953758, NV=33}
runTime = 2037301.74398ms
