Individual{TOC=16887.605821984056, NV=68}
Individual{TOC=16983.005929188505, NV=62}
Individual{TOC=19161.36088688704, NV=36}
Individual{TOC=15672.021247822044, NV=85}
Individual{TOC=17231.08395944425, NV=57}
Individual{TOC=18338.498871708067, NV=41}
Individual{TOC=19650.456383671797, NV=33}
Individual{TOC=17941.806884220296, NV=43}
Individual{TOC=17595.42310116569, NV=45}
Individual{TOC=15550.962151079006, NV=89}
Individual{TOC=15739.054460911462, NV=81}
Individual{TOC=15954.634526329171, NV=79}
Individual{TOC=16112.45352714028, NV=78}
Individual{TOC=16194.260234114441, NV=70}
Individual{TOC=18761.81243437346, NV=38}
Individual{TOC=18150.072523188843, NV=42}
Individual{TOC=19412.826741820303, NV=34}
runTime = 2337330.198708ms
