Individual{TOC=15194.52284485451, NV=36}
Individual{TOC=13797.801986477067, NV=46}
Individual{TOC=14562.956350539313, NV=37}
Individual{TOC=20112.21302352119, NV=31}
Individual{TOC=13145.29059352898, NV=63}
Individual{TOC=13270.315408612569, NV=61}
Individual{TOC=13287.49324191732, NV=50}
Individual{TOC=13518.42610859432, NV=48}
Individual{TOC=14173.562508790772, NV=39}
Individual{TOC=15425.527331792322, NV=34}
Individual{TOC=16920.65754235779, NV=32}
Individual{TOC=15806.093139801013, NV=33}
runTime = 1955256.659823ms
