Individual{TOC=16248.70850184551, NV=31}
Individual{TOC=14798.466183215147, NV=51}
Individual{TOC=15528.480866165786, NV=38}
Individual{TOC=13946.679524949164, NV=66}
Individual{TOC=14135.61665920233, NV=60}
Individual{TOC=14321.290310716127, NV=56}
Individual{TOC=14647.792300129753, NV=54}
Individual{TOC=16527.31739762507, NV=30}
Individual{TOC=14342.01346524275, NV=55}
Individual{TOC=15310.88980936133, NV=44}
Individual{TOC=16034.537210793256, NV=33}
Individual{TOC=15749.601272775495, NV=34}
Individual{TOC=15192.545244704641, NV=46}
Individual{TOC=16998.602120838576, NV=28}
Individual{TOC=13998.500668845147, NV=65}
Individual{TOC=15588.98656324718, NV=35}
runTime = 2418325.610794ms
