Individual{TOC=14782.07892163955, NV=37}
Individual{TOC=13733.507227279617, NV=48}
Individual{TOC=16524.270965808624, NV=33}
Individual{TOC=13531.042448708291, NV=57}
Individual{TOC=13802.299764776566, NV=46}
Individual{TOC=15014.636788823806, NV=36}
Individual{TOC=15677.946764159906, NV=34}
Individual{TOC=13908.13131632203, NV=41}
Individual{TOC=13687.395075557528, NV=53}
Individual{TOC=13843.290124913228, NV=44}
Individual{TOC=14063.199013011019, NV=40}
Individual{TOC=15281.84635696126, NV=35}
Individual{TOC=13586.170359536656, NV=55}
Individual{TOC=14361.359941247934, NV=38}
runTime = 1761235.145601ms
