Individual{TOC=14590.194806412286, NV=31}
Individual{TOC=14571.59595973456, NV=32}
Individual{TOC=14325.726866964054, NV=34}
Individual{TOC=13895.064902910062, NV=39}
Individual{TOC=15693.582810587046, NV=29}
Individual{TOC=14385.043174197468, NV=33}
Individual{TOC=14324.267307105485, NV=35}
Individual{TOC=15463.712679972406, NV=30}
Individual{TOC=13240.422722269355, NV=61}
Individual{TOC=13257.349902077094, NV=59}
Individual{TOC=13408.242541929058, NV=47}
Individual{TOC=13550.258190038227, NV=43}
Individual{TOC=13858.002896027709, NV=40}
Individual{TOC=14025.133441745207, NV=37}
Individual{TOC=13914.412914889792, NV=38}
Individual{TOC=14186.22502150192, NV=36}
runTime = 2866901.308599ms
