Individual{TOC=13285.558399039439, NV=49}
Individual{TOC=15838.943444397692, NV=39}
Individual{TOC=12833.251565046732, NV=52}
Individual{TOC=13073.928628248063, NV=51}
Individual{TOC=14580.85730629824, NV=42}
Individual{TOC=12621.450283319733, NV=55}
Individual{TOC=13687.090468999435, NV=48}
Individual{TOC=13889.958593431087, NV=44}
Individual{TOC=14496.341145132867, NV=43}
Individual{TOC=14643.195953457493, NV=41}
Individual{TOC=14887.737123210662, NV=40}
Individual{TOC=16924.46965716819, NV=37}
runTime = 1139619.365537ms
