Individual{TOC=4833.144619821685, NV=13}
Individual{TOC=4440.638254642034, NV=26}
Individual{TOC=4583.420541433069, NV=18}
Individual{TOC=4442.994377793542, NV=25}
Individual{TOC=4893.194114316254, NV=12}
Individual{TOC=4544.10013619615, NV=19}
Individual{TOC=4999.03542338421, NV=11}
Individual{TOC=4432.509787048897, NV=27}
Individual{TOC=4710.62801165174, NV=15}
Individual{TOC=4515.503299341399, NV=20}
Individual{TOC=4402.368520978079, NV=34}
Individual{TOC=4505.763519269983, NV=22}
Individual{TOC=4702.894116163277, NV=16}
runTime = 2171840.352664ms
