Individual{TOC=19929.231214352752, NV=35}
Individual{TOC=17814.83148864115, NV=49}
Individual{TOC=19255.534609335642, NV=38}
Individual{TOC=18170.650683711985, NV=42}
Individual{TOC=18578.351843612352, NV=39}
Individual{TOC=18002.285526615575, NV=44}
Individual{TOC=17764.62246425787, NV=51}
Individual{TOC=18042.714388632372, NV=43}
Individual{TOC=18432.207379317588, NV=40}
Individual{TOC=19309.027998470952, NV=37}
Individual{TOC=19880.812298051096, NV=36}
Individual{TOC=18397.370565186495, NV=41}
runTime = 1848290.986494ms
