Individual{TOC=18740.135677961935, NV=80}
Individual{TOC=21618.505571094433, NV=42}
Individual{TOC=21835.518047992093, NV=41}
Individual{TOC=25439.80558743405, NV=33}
Individual{TOC=19886.141688261192, NV=62}
Individual{TOC=24317.16062253659, NV=34}
Individual{TOC=19562.52595087975, NV=70}
Individual{TOC=17124.041385266883, NV=111}
Individual{TOC=17430.20257895944, NV=101}
Individual{TOC=17589.861797447255, NV=94}
Individual{TOC=17920.0322799518, NV=91}
Individual{TOC=18208.39100011012, NV=88}
Individual{TOC=18382.75943670177, NV=83}
Individual{TOC=18945.66344392312, NV=75}
Individual{TOC=17403.06640427241, NV=109}
Individual{TOC=20157.64537220659, NV=57}
Individual{TOC=19453.938501845645, NV=71}
Individual{TOC=20921.96482849014, NV=51}
Individual{TOC=22109.178828270902, NV=40}
Individual{TOC=20517.546552306085, NV=54}
Individual{TOC=23460.862031670844, NV=35}
Individual{TOC=20476.49871205961, NV=56}
Individual{TOC=22452.822750240703, NV=38}
Individual{TOC=23216.41596325581, NV=36}
Individual{TOC=20802.818435305184, NV=53}
Individual{TOC=21045.675720267318, NV=48}
Individual{TOC=22420.99420608224, NV=39}
Individual{TOC=21230.04655337583, NV=46}
runTime = 2202172.611507ms
