Individual{TOC=17176.558975773445, NV=40}
Individual{TOC=17337.98945943351, NV=39}
Individual{TOC=18064.32121275084, NV=34}
Individual{TOC=17073.341592323086, NV=41}
Individual{TOC=15612.063238659723, NV=64}
Individual{TOC=16815.299427474245, NV=45}
Individual{TOC=17505.376907335114, NV=37}
Individual{TOC=15152.460785644558, NV=83}
Individual{TOC=15320.180567564546, NV=74}
Individual{TOC=15447.027901599587, NV=66}
Individual{TOC=15451.772669560956, NV=65}
Individual{TOC=15619.174771670188, NV=58}
Individual{TOC=16038.131571427439, NV=57}
Individual{TOC=16318.993344531958, NV=55}
Individual{TOC=16456.254199605453, NV=49}
Individual{TOC=16853.63869363216, NV=44}
Individual{TOC=17867.769871257962, NV=35}
Individual{TOC=16874.078875435625, NV=43}
Individual{TOC=15196.133158631139, NV=76}
Individual{TOC=16973.800419709733, NV=42}
Individual{TOC=18155.95209026357, NV=33}
Individual{TOC=15266.968119222414, NV=75}
Individual{TOC=16632.82846797548, NV=46}
runTime = 1908718.402329ms
