Individual{TOC=16297.222284229154, NV=37}
Individual{TOC=15578.221331053768, NV=42}
Individual{TOC=15772.870372623689, NV=39}
Individual{TOC=15230.649446051182, NV=54}
Individual{TOC=15834.860016857374, NV=38}
Individual{TOC=15371.982034940467, NV=46}
Individual{TOC=16594.852706100173, NV=36}
Individual{TOC=15601.748908750682, NV=41}
Individual{TOC=17026.262252583125, NV=34}
Individual{TOC=15428.821405934283, NV=44}
Individual{TOC=15120.12712449431, NV=57}
Individual{TOC=15258.73299261724, NV=49}
Individual{TOC=15290.557788609924, NV=47}
Individual{TOC=15117.043506457481, NV=59}
Individual{TOC=16809.682946594217, NV=35}
runTime = 2192903.354245ms
