Individual{TOC=15881.313953445284, NV=31}
Individual{TOC=13782.991946673446, NV=43}
Individual{TOC=14245.359609629311, NV=39}
Individual{TOC=14501.755738660664, NV=37}
Individual{TOC=13630.121714847635, NV=48}
Individual{TOC=14438.734998351294, NV=38}
Individual{TOC=15042.394506223505, NV=32}
Individual{TOC=16264.931466753596, NV=29}
Individual{TOC=14723.14335369578, NV=34}
Individual{TOC=16852.439100192103, NV=28}
Individual{TOC=13842.793461235382, NV=42}
Individual{TOC=14616.53045855397, NV=35}
Individual{TOC=14071.161591150518, NV=40}
runTime = 2259227.929092ms
