Individual{TOC=12878.293534857721, NV=51}
Individual{TOC=13418.421130478371, NV=32}
Individual{TOC=12837.81343197561, NV=56}
Individual{TOC=12941.265613885425, NV=46}
Individual{TOC=13001.046438440257, NV=40}
Individual{TOC=12773.451393962738, NV=57}
Individual{TOC=13452.710938864471, NV=28}
Individual{TOC=13331.461583449174, NV=33}
Individual{TOC=13302.906274873096, NV=34}
Individual{TOC=13232.143164234527, NV=35}
Individual{TOC=13189.846933010436, NV=36}
Individual{TOC=13110.308144008277, NV=39}
runTime = 2471373.482028ms
