Individual{TOC=17015.837525190153, NV=42}
Individual{TOC=17041.73169284263, NV=41}
Individual{TOC=16860.655033135707, NV=44}
Individual{TOC=17926.86170592947, NV=40}
Individual{TOC=14571.404907021319, NV=46}
Individual{TOC=19522.696840829136, NV=38}
Individual{TOC=13498.854306789382, NV=52}
Individual{TOC=13803.79713978547, NV=49}
Individual{TOC=13311.376308912415, NV=60}
Individual{TOC=13388.449196575264, NV=57}
Individual{TOC=13429.079125306174, NV=54}
Individual{TOC=13736.953258785921, NV=51}
Individual{TOC=14002.063651949207, NV=48}
Individual{TOC=14172.568111887751, NV=47}
Individual{TOC=15147.007135198051, NV=45}
Individual{TOC=17994.515657803306, NV=39}
runTime = 998920.557508ms
