Individual{TOC=14028.410162618282, NV=37}
Individual{TOC=13458.599605492233, NV=38}
Individual{TOC=14522.53078867953, NV=32}
Individual{TOC=12835.58869653115, NV=45}
Individual{TOC=12658.265369064993, NV=48}
Individual{TOC=14815.95139704101, NV=31}
Individual{TOC=12615.643894611168, NV=50}
Individual{TOC=12897.988133294066, NV=42}
Individual{TOC=13332.919046855528, NV=39}
Individual{TOC=14370.134217004921, NV=33}
Individual{TOC=12604.391730430849, NV=53}
Individual{TOC=14325.737258869336, NV=34}
runTime = 2634379.320884ms
