Individual{TOC=18856.607053269163, NV=46}
Individual{TOC=18321.895123529095, NV=59}
Individual{TOC=19682.386090211683, NV=37}
Individual{TOC=20063.82289129131, NV=34}
Individual{TOC=19270.38325698656, NV=39}
Individual{TOC=16985.745854067067, NV=75}
Individual{TOC=17043.028380982032, NV=73}
Individual{TOC=17147.720843651736, NV=71}
Individual{TOC=17420.899554753036, NV=67}
Individual{TOC=17787.29554842617, NV=62}
Individual{TOC=18126.54720419632, NV=60}
Individual{TOC=18380.47088748341, NV=57}
Individual{TOC=18681.2711818559, NV=52}
Individual{TOC=19120.983999786495, NV=41}
Individual{TOC=18994.1119039285, NV=45}
Individual{TOC=22824.72251697425, NV=32}
Individual{TOC=19397.21093923377, NV=38}
Individual{TOC=18458.24313160252, NV=56}
Individual{TOC=19228.64559669612, NV=40}
Individual{TOC=19784.444616682144, NV=35}
Individual{TOC=22507.513772604852, NV=33}
Individual{TOC=18998.470478897412, NV=44}
Individual{TOC=19068.300972041143, NV=42}
runTime = 1893858.016282ms
