Individual{TOC=15746.806626448702, NV=51}
Individual{TOC=15962.750084252728, NV=39}
Individual{TOC=15511.147631286554, NV=65}
Individual{TOC=15600.264656218036, NV=59}
Individual{TOC=15667.874514669265, NV=58}
Individual{TOC=15685.109983366496, NV=52}
Individual{TOC=15795.90581034448, NV=44}
Individual{TOC=15850.443703923478, NV=41}
Individual{TOC=15947.553521241909, NV=40}
Individual{TOC=15776.239886199819, NV=49}
Individual{TOC=16010.0459883812, NV=36}
Individual{TOC=17370.76233086398, NV=29}
Individual{TOC=16048.88073442866, NV=35}
Individual{TOC=17826.429471951516, NV=28}
Individual{TOC=16393.04323540994, NV=32}
Individual{TOC=16679.72850929733, NV=31}
Individual{TOC=16806.666603776976, NV=30}
Individual{TOC=16271.203499546189, NV=34}
runTime = 2146051.047452ms
